tweet_id,tweet_created,keyword,tweet_text,label (1 if disaster),,,,
1652731830892916737,2023-04-30 17:49:09+00:00,ablaze,"When was the last time the Toronto Maple Leafs won a playoff series? https://t.co/S2DADseWQh via @sbnation an Original Six city that has been without a title since 1967, it’s at least one step closer to a parade that would set Ontario ablaze.",0,,,,
1652729800510017536,2023-04-30 17:41:05+00:00,ablaze,A drone strike has left a Russian oil storage facility ablaze in the city of Sevastopol Crimea.  Richarlison #GlazersOut #lufc https://t.co/dqmR55E7bd,1,,,,
1652062274318630915,2023-04-28 21:28:34+00:00,ablaze,"Antonio Brown announced he's returning to the NFL with the Baltimore Ravens, but we're not sure if the Ravens are on board... 🤔  https://t.co/ZMQ3vFH8no https://t.co/lQuW7W1N8s",0,,,,
1652062126813376512,2023-04-28 21:27:59+00:00,ablaze,"Antonio Brown announced he's returning to the NFL with the Baltimore Ravens, but we're not sure if the Ravens are on board... 🤔  https://t.co/tVozqqJwSt https://t.co/OdwGHLDGwn",0,,,,
1652062054440660992,2023-04-28 21:27:42+00:00,ablaze,set your heart ablaze 🧡 https://t.co/kf8CYMIfFE,0,,,,
1652061549031313411,2023-04-28 21:25:41+00:00,ablaze,"McNeil's bat's ablaze #Mets fans in a daze But don't be too late Our TEMU app is great Free $20, click   https://t.co/M9pqBrHEJQ, celebrate! https://t.co/C5pSokFVcg",0,,,,
1652061375361953796,2023-04-28 21:25:00+00:00,fire,"A manhole exploded in East Orange, New Jersey, on Friday, releasing flames that destroyed several cars. As @KristieKNews reports, the chain reaction started with a faulty underground cable. https://t.co/AZxLImcbB9",1,,,,
1659477769133146113,2023-05-19 08:35:06+00:00,fire,Bro pulled out the fire jutsu https://t.co/0Hymh4KmB8,0,,,,
1659584901652570113,2023-05-19 15:40:48+00:00,fire,"For his ocean of fandom, here's the plain still to set screens on fire... 🌊🗡️  HD Link 👇 - https://t.co/7EaFavN0YR  #DEVARA - The Lord of FEAR ❤️‍🔥 https://t.co/xMdhK7hVzN https://t.co/BEq8xOvBRA",0,,,,
1659345220922638337,2023-05-18 23:48:24+00:00,fire,"I promise this is worth the read. Harry &amp; Meghan had their lawyers fire off a letter to the paparazzi agency that followed them last night, demanding all of their footage.   This is how the agency responded: (Yes, it’s real) 😂😂 https://t.co/mu5uxFf1IW",0,,,,
1659994671639146498,2023-05-20 18:49:05+00:00,fire,"A Ordnance QF 25-pounder howitzer of the British 67th Field Regiment with its wheels elevated on ammunition boxes for an extremely high angle of fire in San Clemente, Italy, on December 2, 1944.  #History #WWII https://t.co/mCAVi45xix",0,,,,
1659994664752095277,2023-05-20 18:49:03+00:00,fire,"05/20/2023 - 2:44 PM Liverpool Fire Department dispatched to Alarm Fire Address: Keepsake Village At Greenpoint Old Liverpool Rd, Salina, Ny",0,,,,
1659994663707656194,2023-05-20 18:49:03+00:00,fire,"Unreleased Color Spread Concept for 1047  ""Zoro &amp; Luffy fight over a bridge in Wano. The Sun &amp; Moon are present in the background.""  If Oda dropped this cover page the streets would’ve been on fire. Toxic Agenda OP twitter is my fav i can’t lie https://t.co/99wPn7TJLc",0,,,,
1659994662763995137,2023-05-20 18:49:03+00:00,fire,Trailers had me interested but seeing the actual movie in theaters was so fire https://t.co/U2EetN2Uhx,0,,,,
1659994656577409024,2023-05-20 18:49:01+00:00,fire,"@ericswalwell You fucks mutilate children and turn our country into a dumpster fire, and you’re talking about reading the room.  Colorado has turned into a liberal pot smoking haven with worthless Californians moving in and voting as dumb as they did before.  Now go bang you’re china whore",0,,,,
1659994656443170817,2023-05-20 18:49:01+00:00,fire,@PepeClown88 @DonkTrading This web3 dev's MEV strategy is straight fire - he's making bank at 20+ ETH a month. Don't sleep on his video and learn how to hustle.  https://t.co/zGvRdC7CsG,0,,,,
1659994656376074243,2023-05-20 18:49:01+00:00,fire,CLE ~ Car Fire - I480W/237 area - traffic all backed up.  Thought we heard them call out a car on fire.  Perhaps just an MVA. -BW,1,,,,
1659994651770617863,2023-05-20 18:49:00+00:00,fire,@wonwoosairpods @sooyaahna surely it did! but also both in game caterers and latest gose eps he has been name dropping bp songs. like i think right after(?) he didn’t know a song title and said playing with fire tho it was obv wrong. like the fact that he even remembers multiple songs makes me happy😂😂😂,0,,,,
1659994645668003840,2023-05-20 18:48:59+00:00,fire,@Chahra37604002 Your fire,0,,,,
1659345220796907521,2023-05-18 23:48:24+00:00,fire,"@TODAYshow Ridiculous! @Target theft losses $1 Billion. Firstly staff the stores to prevent theft — $1 Billion is some 28,000 to 35,000 employees.   Secondly, SERVICE IS POOR, like most retailers, nobody around to help customers = lost sales, worsens customer revenues &amp; profit. FIRE THE CEO",0,,,,
1659345215310659586,2023-05-18 23:48:23+00:00,fire,TEMPORARY PINNED🗣❗️❗️  Pitaya Dragon Cookie  It/they Anyone caught misgendering will be fed to Fire Spirit  It's Feb btw! https://t.co/nWY59qELEk,0,,,,
1659345213931012099,2023-05-18 23:48:22+00:00,fire,"@papagarbage2 “Please fuck off at your earliest convenience.” may be the single best line ever. You’re on fire today, Garbagio!",0,,,,
1659345212744024065,2023-05-18 23:48:22+00:00,fire,clingy gf or a simp bf that comments “so fire babe” on every single insta,0,,,,
1659364470890586114,2023-05-19 01:04:54+00:00,flood,We need YOU to flood the phone lines and email inboxes of every prosecutor or attorney general with the power to prosecute these crimes. The only way these officials will take action is if the pressure in their own local community becomes so great they can no longer ignore us.… https://t.co/4iQnakZ2Kq https://t.co/9FymERhzl8,0,,,,
1659487758073593856,2023-05-19 09:14:47+00:00,flood,This is one of the hospitals the Government promised to rebuild by 2025.  * A wooden roof held down by sandbags * Corridors that flood in the winter * Staff using buckets to catch drips from leaking ceilings  The CEO’s “optimistic” estimate is for a 2027 build.  It’s a disgrace. https://t.co/YtyBm7QbP6,0,,,,
1659995376991064065,2023-05-20 18:51:53+00:00,flood,"Sat 10th June - 1.30pm - FLOOD 53 Chris Izod introduces his #documentary on the #Canvey floods of ‘53. Interviews, newsreel &amp; photographs are brought together to tell the story of this devastating event.  + #Southend Calling 🎟️ https://t.co/6q6NcMezrL #filmfestival #Filmfest https://t.co/usaIrB4fEi",0,,,,
1659995344208265219,2023-05-20 18:51:45+00:00,flood,"A torrential thunderstorm flooded areas of St John’s Cathedral in Norwich last week, including irreplaceable archives, but further damage was prevented by the fast actions of handyman Adam Walus who climbed on the roof to unblock drains. @StJohnsCath_Nrw  https://t.co/SgyrS6CV4v https://t.co/6J5j9tPNkd",1,,,,
1659995332401582080,2023-05-20 18:51:43+00:00,flood,@fiveyearwaruk @drmistercody Here I was hoping you’d actually look into the show and character. Misa does have moments where she uses her looks. In a flood of psychological and emotional depth. But You don’t care lol. You just wanna call people pedos by any means because it’s an easy win. Like  musk does.,0,,,,
1659995252906663937,2023-05-20 18:51:24+00:00,flood,@NWSCorpus [SKYWARN FLASH FLOOD REPORT] Ponding on roadways and driveways. More than 1 inch of rain has fallen in the past hour. FLASH FLOODING IS ONGOING! A FLASH FLOOD WARNING IS NECESSARY! #ccspotter https://t.co/znDM6Zg2Ob,1,,,,
1659995163480166400,2023-05-20 18:51:02+00:00,flood,Hollywood royalty flood Cannes to DiCaprio and Scorsese premiere https://t.co/ftAXZpwMrU,0,,,,
1659995051865284608,2023-05-20 18:50:36+00:00,flood,@ProfMarkMaslin Maybe they just build poorly engineered housing in flood prone areas,0,,,,
1659994993191424001,2023-05-20 18:50:22+00:00,flood,"JSJ issues Flood Advisory for Aguadilla, Isabela, Moca, Quebradillas [PR] till May 21, 1:00 AM AST https://t.co/gMOydq0G4F https://t.co/1u388L1Soo",1,,,,
1659364461029781507,2023-05-19 01:04:51+00:00,flood,Flood advisory canceled for Metro.  Couple of outflow boundaries caused storm to pop over the West part of Lake.  @wdsu #nola #lawx #mswx https://t.co/QRkCLgVyP0,1,,,,
1659364440570236928,2023-05-19 01:04:46+00:00,flood,[05/18 07:49PM] the PALO DURO CREEK AT SPEARMAN 6W is forecast to remain below flood at 10.5 ft on 05/19 at 0700CDT. #SPMT2 #TXFLOOD #TXWX https://t.co/yL0YG8499I,1,,,,
1659364427995533312,2023-05-19 01:04:43+00:00,flood,"@RepLindaSanchez @EqualityCaucus Sanchez no sqealers, no trans, no flood stoppers, and no beaners.",0,,,,
1659364360450367496,2023-05-19 01:04:27+00:00,flood,"When a flood threatens to destroy their colony, a conflicted young woman and her two cousins must overcome obstacles to establish a permanent home - and make a discovery that may rewrite humanity’s history.  https://t.co/HprmGcjt8Y #book https://t.co/qctB5v56mb",0,,,,
1659364339256631300,2023-05-19 01:04:22+00:00,flood,Are you sick of feeling like you have no one to talk to about your business?   Learn How to Attract A Flood of Buyers For YOUR Business Fast In My Attraction Marketing Secrets Ebook!  Click Here To Get Instant Access: https://t.co/bDuycgGdGA   #marketing #business https://t.co/R7sViPvaOs,0,,,,
1659995433878405123,2023-05-20 18:52:07+00:00,storm,Saturday 20th May - Race 6 OR3 Photofinish📸 Winner Trap 4  - Longacres Storm🥇 Second Trap  2 - Narcos The Great🥈 Third Trap 1 - Trubbys Swift🥉 Winning Time = 28.73⏰ https://t.co/gU6Dls2PZn,0,,,,
1659995406250508289,2023-05-20 18:52:00+00:00,storm,@BDBSoCal It's a perfect storm for bad actors to sneak in.,0,,,,
1659995404317122560,2023-05-20 18:52:00+00:00,storm,"JUST IN: Tropical Storm #Mawar further intensified and is now having maximum sustained winds of up to 85 km/h near the center and gustiness of up to 120 km/h, as per JMA (2:00 AM PhST).   It is expected to further intensify into a Severe Tropical Storm today. 📷@Windycom https://t.co/OWFYl9SgrK",1,,,,
1659995404065460226,2023-05-20 18:52:00+00:00,storm,@GreggyVAngeles you saw the storm produce a pressure of eight and a half hundredweight on a square yard,1,,,,
1659995400919564289,2023-05-20 18:51:59+00:00,storm,@Aistu_ @unsolicitdtruth Seattle is a great state. They are also very women friendly.  They have a great Women's professional basketball team. The Seattle Storm. Won 4 championships. My son lives there.  He loves it.,0,,,,
1659995388311486464,2023-05-20 18:51:56+00:00,storm,@Michael198850 Yea I got the motor storm bundle for Christmas,0,,,,
1659995381470486529,2023-05-20 18:51:54+00:00,storm,There's something therapeutic about gardening after a storm - our plants are loving the rain and warm temperatures! #HamOnt https://t.co/76V4OSK9ig,0,,,,
1659995380434743296,2023-05-20 18:51:54+00:00,storm,"@gpsinghips You are a beacon of faith and hope amidst the chaos of the storm, millions of souls are emotionally attached to you.  You deserve respect as an unshakable beacon of justice.  You have and will remain true to yourself in every storm. 🙏",0,,,,
1659995370712072196,2023-05-20 18:51:52+00:00,storm,"@superbellsubs yeah honestly the hardest part about liking splatoon is that over half of the fanbase is toxic about characters, and the other half is toxic about gameplay. I already went through the ""git gud"" storm learning dark souls now i gotta do it again in a little squid game :(",0,,,,
1659995366823976960,2023-05-20 18:51:51+00:00,storm,"from the shipwrecks. The ship carrying both Joanna and Richard’s fiancée, Berengaria of Navarre, had taken shelter from the storm in the Cypriot port of Limassol, but Isaac effectively kept them as prisoners on board. Once Richard learned of this, he tried to parley with Isaac,",0,,,,
1659995362398961667,2023-05-20 18:51:50+00:00,storm,"start, an oddity for a medieval king on a campaign of conquest. A storm drove his fleet apart, wrecking several ships along the shore of Cyprus. Cyprus would be Richard’s second island adventure before reaching his actual crusading goal in the Holy Land. Cyprus was ruled by a",0,,,,
1659995332783009794,2023-05-20 18:51:43+00:00,storm,@philomathauthor Listen to the most recent episode of my podcast: Storm On The Devil's Road #WritingCommnunity #podcasting #paranormal https://t.co/hcoUapM0hx,0,,,,
1659595205987926016,2023-05-19 16:21:45+00:00,storm,@CharlesLWolff3 @imetatronink It never worked in desert storm. It still doesn't work,0,,,,
1659595180142477321,2023-05-19 16:21:39+00:00,storm,"The man allegedly “intentionally drove his vehicle off the roadway” and hit a 17-year-old, before fleeing the scene, police said.  https://t.co/JLDVbYIiWD",1,,,,
1659595168956162048,2023-05-19 16:21:36+00:00,storm,"@AuldM @ga11acher In the context of the TOTAL TORY SHIT STORM that the entire UK is living through, this is a small and distracting part of the truth.",0,,,,
1659595167211433985,2023-05-19 16:21:36+00:00,storm,I am the storm,0,,,,
1659595165277757440,2023-05-19 16:21:35+00:00,storm,Domino's Pizza Smallie is back with a storm https://t.co/prQmJvZhgP,0,,1659924442791948288,2023-05-20 14:10:01+00:00,Incredible satellite imagery over western Canada this morning.  Most of the province of Alberta sits beneath the most solid blanket of wildfire smoke I've ever seen. #abfire #ABfires https://t.co/XxQZd5VCiZ
1659495896826912770,2023-05-19 09:47:08+00:00,wildfire,1 day until Roronoa Zoro vs King the Wildfire https://t.co/vl4o4GygEH,0,,,,
1659596070392041472,2023-05-19 16:25:11+00:00,wildfire,"Governor Shapeshifter is blaming fossil fuel companies wildfire when only a couple of years ago Newsom blamed PG&amp;E. With his oil and gas ban looming in the near future, he clearly needs a boogey man. @CaliforniaGlobe   https://t.co/9BwgDNEStm",0,,,,
1659995904076836864,2023-05-20 18:53:59+00:00,wildfire,"Alberta faces intensified wildfire threat over holiday weekend as blazes continue to ravage the province. Record-high temperatures and lack of rain have led to widespread fires and property damage. Firefighters on high alert, urging caution. Stay safe, Alberta. #AlbertaWildfire",1,,,,
1659995868387213313,2023-05-20 18:53:50+00:00,wildfire,@theantiherokate Western society is all going to burn like a wildfire out of control and the only Silver lining  is  through the ashes something better( or much much worse) will come from it,0,,,,
1659995796614578176,2023-05-20 18:53:33+00:00,wildfire,Spain says containing wildfire as conditions improve https://t.co/Ww1W0LUqqB,1,,,,
1659995727941214208,2023-05-20 18:53:17+00:00,wildfire,Alberta on high alert for wildfire upsurge over scorching holiday weekend. https://t.co/VdWbOJ4fY1,1,,,,
1659995628104024065,2023-05-20 18:52:53+00:00,wildfire,There is need to ban podcasts. A lot of rubbish and idiots are just spreading like wildfire.,0,,,,
1659995553676120064,2023-05-20 18:52:35+00:00,wildfire,#FREESEUNKUTI has just started. It will spread like wildfire and @PoliceNG will be shocked at what the uprising they are about to witness. Take note: @Princemoye1 https://t.co/0gao37ZPpu,0,,,,
1659995229813116929,2023-05-20 18:51:18+00:00,wildfire,"I'm watching people walk around in this choking air and wondering why they don't just put on masks. 😷🤔 Like, I get if you think Covid is over and viruses aren't airborne but this is wildfire smoke just smothering the city. You don't need to suffer out there! #yegwx #ABWildfire https://t.co/TdaVnPh4xR",0,,,,
1659994919178731522,2023-05-20 18:50:04+00:00,wildfire,Where is the smoke coming from? Canada wildfires fill skies https://t.co/3tpIFkCARK https://t.co/xU5fP8wbCw,1,,,,
1659994493104578560,2023-05-20 18:48:23+00:00,wildfire,"@NateForUtah So SMOKE from a wildfire doesn't gives 2 craps about your climate change religion. But... Let's talk about fossil fuels and them releasing CO2 into the air. What do plants need to survive? CO2, water, and the sun; right? What provides shade? Plants!.. So we grow the plants with",0,,,,
1659994411831562241,2023-05-20 18:48:03+00:00,wildfire,"Wildfire in Kootenay National Park nearly doubles in size, increased activity expected https://t.co/R2kuEa1UKh",1,,,,
1659993906530902017,2023-05-20 18:46:03+00:00,wildfire,"@lorna_avery Agh, so sorry. They sound disgusting from what you've mentioned here. Consider planting something massively invasive if you decide to leave!  Bamboo is a good one. Just under the fence! It'll spread like wildfire and hopefully come up under their patio, or the likes. x",0,,,,
1659495798336266241,2023-05-19 09:46:44+00:00,wildfire,@wildfire__xo That’s rather funny 💀,0,,,,
1659494060619341824,2023-05-19 09:39:50+00:00,wildfire,@J_A_S_T_T @PokemanZ0N6 look up warner bros one piece on twitter or tiktok its spreading like wildfire,0,,,,
1659608429206577152,2023-05-19 17:14:18+00:00,suicide,Strongly condemn the suicide attack on Amir Jamat-e-Islami Siraj ul Haq and his convoy . My prayers for the JI workers who got wounded in the attack.,0,,,,
1659530950361985024,2023-05-19 12:06:25+00:00,suicide,Footage of the suicide attack on JI chief Siraj Ul Haq in Zhob. One JI worker has died while 5-7 people are injured. https://t.co/djmsHNGlz6,1,,,,
1659587370692255745,2023-05-19 15:50:37+00:00,suicide,What is the meaning of attack on Amir Jammat e Islami? Was this a lone suicide bomber who stole his mother's saving to buy explosives from market (like attacker on IK) to blow Siraj ul Haq whose face or philosophy he did not like? Or this represents a network that used small… https://t.co/Sg2WobOZkP,0,,,,
1659996131374387200,2023-05-20 18:54:53+00:00,suicide,@FoxNews Marijuana didn’t cause or contribute to her child’s suicide. Her child self-medicated with marijuana. Correlation is not causation.,0,,,,
1659996094405783555,2023-05-20 18:54:44+00:00,suicide,@FoxNews Now do a story on alcohol and it's connection to suicide.,0,,,,
1659996065158889480,2023-05-20 18:54:37+00:00,suicide,@demolbride @nedtrash @poordoves It is especially sad because it was a suicide awareness video,0,,,,
1659995963073896450,2023-05-20 18:54:13+00:00,suicide,"@WinstonSmith_Jr @DJMcAuley @GCapital_LLC @EdKrassen Indeed it contributed to depression and suicide to some. It also released stress and suicide to others. In certain places, the latter group was bigger than the former. So the number of overall suicides dropped.",0,,,,
1659995960439877632,2023-05-20 18:54:12+00:00,suicide,Blaming unhoused people for eugenic attitudes among Canadians is ahistorical and absurd.  Also asking people if they support MAiD for poverty is NOT the same as asking if they support poor's person choice of suicide. The latter doesn't involve the state  https://t.co/ZRUbVdgNJK,0,,,,
1659995931960541184,2023-05-20 18:54:06+00:00,suicide,"@EdKrassen Partially the virus, partially suicide from lockdowns, alcohol and drug consumption from lock downs, heart attacks and other illnesses from lack of exercise and just increased mortality from unhealthy lifestyles.",0,,,,
1659995860988755968,2023-05-20 18:53:49+00:00,suicide,@WalterWhite__BB @KOINNews Hospice also assists people with suicide.,0,,,,
1659995852990214144,2023-05-20 18:53:47+00:00,suicide,@TomFitton When is hillary gonna announce kerry's future suicide?,0,,,,
1659995845842927617,2023-05-20 18:53:45+00:00,suicide,Suicide date he likes it huh,0,,,,
1659995819406131202,2023-05-20 18:53:39+00:00,suicide,"@realnikohouse Whether it’s Donald, or state congressmen, ALL the @GOP believes the sooner a veteran commits suicide, the sooner they’re no longer a burden to the State.   If republicans can make that the norm and blame “gov’t” then it will be a breeze when they privatize the @DeptVetAffairs.",1,,,,
1659530946767634432,2023-05-19 12:06:24+00:00,suicide,"🚨 Suicide attack on Siraj Ul Haq in Zhob, he’s safe. Attacker has been killed.",0,,,,
1659530933886754821,2023-05-19 12:06:21+00:00,suicide,"@MyNamesGuy Murder, suicide, accident",0,,,,
1659530931726843906,2023-05-19 12:06:21+00:00,suicide,"#BreakingNews Suicide attack on Siraj Ul Haq in Zhob, Balochistan.  #Balochistan #BalochistanIsNotPakistan #BalochStudents #Pakistan #PakistanArmy",1,,,,
1659530929680023552,2023-05-19 12:06:20+00:00,suicide,"@iihtishamm ""Has been killed""?   Bhai woh suicide attacker h, he killed himself 🤦🏻‍♂️ https://t.co/v7n4YOwCYM",1,,,,
1659530919789621248,2023-05-19 12:06:18+00:00,suicide,#zoab #Balochistan  Suicide blast near leader of Jamat.e.islaami Siraj ul haq car during rally. Suicide bomber picture attached.  @SirajOfficial #JI https://t.co/FiQfTlgX0A,1,,,,
